# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-t" "exon" "-g" "gene_id" "-a" "/mnt/d/Nancy/Project/annotation/genes.gtf" "-o" "/mnt/d/Nancy/Project/05_featurecounts/gene_counts.txt" "SRR9113519.sorted.bam" "SRR9113520.sorted.bam" "SRR9113521.sorted.bam" "SRR9113522.sorted.bam" "SRR9113523.sorted.bam" "SRR9113524.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR9113519.sorted.bam	SRR9113520.sorted.bam	SRR9113521.sorted.bam	SRR9113522.sorted.bam	SRR9113523.sorted.bam	SRR9113524.sorted.bam
Os04g0403900	4;4	20046002;20046856	20046622;20046917	-;-	683	734	836	862	1034	1339	917
Os04g0664600	4	33929184	33930533	-	1350	192	129	88	6	270	10
Os04g0484900	4;4;4;4;4;4;4;4;4	24237179;24237829;24238260;24238457;24238796;24239086;24239390;24239677;24240164	24237447;24237981;24238364;24238676;24238962;24239260;24239562;24239746;24240711	-;-;-;-;-;-;-;-;-	1880	756	1003	917	1076	1091	1083
Os04g0632300	4;4;4;4;4;4;4	32183880;32184439;32184688;32185140;32185456;32185724;32185905	32184343;32184592;32184925;32185349;32185638;32185825;32187311	-;-;-;-;-;-;-	2758	187	205	173	191	183	249
Os04g0514800	4;4;4;4;4;4;4;4;4;4;4;4;4;4	25727506;25728000;25728198;25728341;25728491;25728729;25728915;25729301;25729783;25730269;25730529;25730765;25731052;25731237	25727912;25728097;25728258;25728411;25728617;25728813;25728978;25729362;25729853;25730364;25730677;25730834;25731092;25731629	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1795	21	28	41	25	21	25
Os04g0684600	4	34972015	34972557	+	543	14	8	11	9	12	14
Os04g0667100	4;4;4;4;4;4	34059026;34059046;34060077;34060077;34063852;34063852	34059971;34059971;34061579;34061579;34064139;34064114	-;-;-;-;-;-	2737	294	346	378	384	392	328
Os04g0616300	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	31274513;31275382;31275613;31275935;31276385;31276588;31276870;31277156;31277650;31277816;31278247;31278405;31278562;31278748;31278939;31279103;31279740;31279894;31280076;31280522;31280678;31281172;31281360;31282175	31275132;31275532;31275844;31276145;31276503;31276752;31277071;31277535;31277714;31277860;31278312;31278470;31278633;31278822;31279013;31279174;31279808;31279965;31280147;31280593;31280749;31281243;31281555;31282357	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3424	9133	7216	10207	6616	10284	8273
Os04g0584900	4;4;4;4;4;4	29542103;29542123;29542720;29542720;29543731;29544383	29542564;29542564;29543107;29542766;29543897;29544700	-;-;-;-;-;-	1335	352	481	539	587	407	665
Os04g0281300	4	11938393	11938439	-	47	0	0	0	0	0	0
Os04g0464750	4	23199555	23200122	-	568	117	178	119	198	97	239
Os04g0602700	4;4;4;4;4;4	30413771;30414013;30414292;30414737;30415061;30415266	30413843;30414078;30414576;30414862;30415147;30415745	-;-;-;-;-;-	1117	114	188	180	135	180	193
Os04g0128900	4;4	1813960;1814919	1814823;1816070	-;-	2016	8	6	4	10	2	7
Os04g0225067	4	8320725	8321324	+	600	0	0	0	0	0	0
Os04g0608500	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	30798891;30798893;30799622;30799622;30800576;30800576;30800913;30800913;30801074;30801219;30801219;30801552;30801552;30801956;30801956;30802379;30802379;30802679;30802950;30803169;30803356;30804551	30799408;30799408;30800365;30800365;30800834;30800834;30800960;30801133;30801133;30801467;30801467;30801687;30801687;30802299;30802299;30802515;30802513;30802847;30803063;30803274;30803419;30804809	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3320	5454	6697	7312	6822	6938	6879
Os04g0691000	4	35340197	35341143	+	947	1	0	4	0	9	6
Os04g0109900	4;4;4	586142;586408;586849	586323;586774;587523	+;+;+	1224	0	0	0	0	0	0
Os04g0477500	4;4;4;4;4;4	23892824;23893382;23893474;23896122;23896122;23896122	23894988;23894988;23894988;23896436;23896411;23896476	-;-;-;-;-;-	2520	574	616	644	743	730	843
Os04g0184100	4;4;4;4;4	5728101;5728788;5730160;5730967;5731388	5728693;5729002;5730402;5731168;5731927	+;+;+;+;+	1793	5	2	4	4	10	2
Os04g0601700	4;4;4;4;4;4;4;4;4	30374702;30374708;30374883;30375198;30375198;30375727;30375727;30376987;30376987	30374874;30375099;30375099;30375298;30375298;30375824;30375821;30377053;30377015	-;-;-;-;-;-;-;-;-	664	2182	2179	3114	1761	3278	1632
Os04g0284100	4;4;4;4;4;4;4;4;4;4;4;4;4	12220887;12221306;12221709;12222665;12222802;12223177;12223712;12223919;12226646;12227075;12227235;12227391;12228557	12221207;12221505;12221806;12222721;12222938;12223234;12223815;12223977;12226716;12227123;12227283;12227435;12228769	-;-;-;-;-;-;-;-;-;-;-;-;-	1461	439	477	508	518	561	558
Os04g0150500	4	3467739	3472291	-	4553	9	8	24	0	8	1
Os04g0598600	4;4;4;4;4	30196157;30196997;30197439;30198291;30199021	30196943;30197253;30197562;30198510;30200231	+;+;+;+;+	2599	0	0	0	0	0	0
Os04g0398500	4;4	19685272;19687058	19685590;19687980	+;+	1242	1690	1745	1623	1440	2234	1783
Os04g0583101	4	29455859	29458114	+	2256	0	0	0	0	0	0
Os04g0508400	4;4	25400256;25401159	25400834;25401434	-;-	855	0	0	0	0	0	0
Os04g0674600	4;4;4;4;4;4	34440331;34441759;34442195;34442436;34442654;34443649	34441687;34441948;34442329;34442533;34442817;34444073	-;-;-;-;-;-	2369	14	13	22	6	23	0
Os04g0607100	4;4;4;4;4;4;4;4;4;4	30690638;30691740;30691868;30692945;30693532;30693990;30694444;30694673;30695124;30696312	30691130;30691778;30691990;30693007;30693612;30694358;30694544;30694771;30695588;30696691	-;-;-;-;-;-;-;-;-;-	2213	408	478	525	309	554	298
Os04g0599100	4;4;4	30224488;30227082;30229865	30226498;30228097;30230472	-;-;-	3635	1860	1792	2148	1810	1997	1671
Os04g0512900	4;4	25633375;25635264	25634123;25636818	-;-	2304	462	392	518	427	566	552
Os04g0400000	4;4;4	19796632;19797758;19800186	19797191;19797845;19800392	-;-;-	855	0	2	2	0	6	0
Os04g0677100	4	34586733	34588232	-	1500	13	22	12	33	2	10
Os04g0535501	4	26764494	26767814	-	3321	42	54	58	45	36	38
Os04g0591232	4	29917851	29921669	+	3819	0	0	0	0	0	0
Os04g0590200	4	29831246	29832981	-	1736	0	0	0	0	0	0
Os04g0202800	4	6976798	6979276	-	2479	0	0	0	0	0	0
Os04g0384000	4	18827079	18827529	+	451	0	0	0	0	0	0
Os04g0640700	4;4;4;4;4;4;4;4;4;4;4	32589116;32589152;32590127;32590127;32590640;32590640;32591763;32591763;32591974;32593226;32595319	32590041;32590041;32590543;32590543;32590987;32590987;32591853;32591860;32592143;32593510;32595893	-;-;-;-;-;-;-;-;-;-;-	2819	10	8	11	4	14	6
Os04g0448950	4	22372127	22373089	+	963	22	53	66	41	23	45
Os04g0516701	4;4;4;4;4;4;4	25826937;25827414;25827798;25828040;25828198;25828563;25828792	25827042;25827609;25827956;25828103;25828241;25828672;25829274	+;+;+;+;+;+;+	1162	9	15	30	9	17	7
Os04g0435450	4;4	21656698;21658733	21657024;21658847	-;-	442	4	10	2	4	9	2
Os04g0419400	4	20728134	20728840	-	707	0	0	0	0	0	0
Os04g0686600	4;4;4;4;4;4	35089396;35089719;35089910;35090075;35090295;35090975	35089638;35089830;35089990;35090168;35090898;35091243	-;-;-;-;-;-	1403	263	463	345	412	300	413
Os04g0326100	4	15107706	15109384	-	1679	0	0	0	0	0	0
Os04g0204400	4	7046012	7047019	+	1008	88	51	55	55	143	75
Os04g0524950	4;4	26257464;26257594	26257509;26257829	-;-	282	0	0	3	10	0	0
Os04g0507016	4	25329965	25330594	-	630	4	0	2	0	2	1
Os04g0621900	4	31606004	31609869	+	3866	2	8	0	0	8	0
Os04g0390800	4;4;4;4;4;4	19236654;19236951;19237288;19237536;19238004;19238588	19236866;19237143;19237373;19237667;19238171;19239026	+;+;+;+;+;+	1231	6	6	14	155	12	14
Os04g0481500	4;4;4;4;4	24078142;24078444;24079510;24079700;24079887	24078346;24078497;24079549;24079795;24079931	-;-;-;-;-	440	5	6	10	6	1	12
Os04g0595583	4	30074810	30075061	-	252	0	0	0	0	0	0
Os04g0527700	4;4;4;4	26372064;26373164;26373316;26374720	26372294;26373195;26373441;26375184	+;+;+;+	854	698	508	956	277	921	353
Os04g0573100	4;4;4;4	28870310;28871213;28871722;28872464	28871114;28871622;28872287;28872726	+;+;+;+	2044	2	2	10	2	2	2
Os04g0211900	4	7492471	7493863	-	1393	0	2	0	0	2	0
Os04g0673700	4;4;4;4;4;4;4	34393259;34393265;34394787;34394787;34395859;34395859;34396350	34393935;34393935;34394893;34394893;34396566;34395930;34396555	+;+;+;+;+;+;+	1492	57	56	74	49	42	96
Os04g0433100	4	21506157	21507281	-	1125	0	0	0	0	0	0
Os04g0196850	4	6593217	6594473	+	1257	0	0	0	0	0	0
Os04g0380800	4;4;4;4	18637317;18637926;18638197;18642951	18637724;18637956;18638316;18643324	-;-;-;-	933	0	0	0	0	0	0
Os04g0668200	4	34099320	34103201	-	3882	0	0	0	0	0	2
Os04g0605000	4;4;4	30520604;30522816;30523178	30521000;30523013;30523331	+;+;+	749	0	0	0	0	0	0
Os04g0134800	4	2281882	2282178	-	297	0	0	0	0	0	0
Os04g0319800	4	14692554	14694215	+	1662	0	0	0	0	0	0
Os04g0445800	4;4;4;4;4	22223723;22225783;22225942;22226146;22226748	22224015;22225851;22226057;22226208;22227030	+;+;+;+;+	824	58	87	76	51	88	58
Os04g0183100	4;4;4;4;4;4;4;4;4;4;4;4;4;4	5655847;5657835;5658450;5658865;5659690;5660001;5660026;5660147;5660147;5661876;5663810;5664363;5664526;5666283	5656257;5658046;5658572;5658919;5659839;5660075;5660071;5660206;5661825;5661933;5663916;5664437;5664718;5666499	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3355	2815	2856	3232	2776	3338	3131
Os04g0674350	4;4	34422248;34423056	34422921;34423285	-;-	904	5	2	11	7	4	8
Os04g0593500	4;4	30004294;30004791	30004490;30005122	+;+	529	0	0	0	0	0	0
Os04g0211700	4	7478045	7479178	-	1134	0	0	0	0	0	0
Os04g0530700	4;4;4;4;4;4	26543241;26544112;26544609;26545216;26545440;26546203	26544017;26544528;26544959;26545313;26545606;26546917	-;-;-;-;-;-	2525	740	1051	823	1289	888	1220
Os04g0529700	4	26504423	26506105	+	1683	0	2	4	0	2	0
Os04g0228400	4;4	8599014;8599309	8599208;8600248	+;+	1135	0	4	0	0	4	0
Os04g0353000	4;4;4;4;4	16843350;16844002;16844223;16844467;16844845	16843895;16844152;16844350;16844567;16844876	-;-;-;-;-	958	344	390	351	393	385	370
Os04g0517600	4;4	25873036;25878665	25873706;25878716	-;-	723	0	0	0	0	0	0
Os04g0255525	4;4	10147177;10149997	10148170;10151418	-;-	2416	0	0	0	0	0	0
Os04g0458300	4;4;4;4;4;4;4;4;4;4	22893849;22893873;22894211;22894211;22895357;22895357;22895574;22895574;22897848;22897848	22894097;22894097;22894260;22894260;22895480;22895480;22895681;22895681;22898625;22898645	+;+;+;+;+;+;+;+;+;+	1329	2717	3404	2676	2919	3756	3717
Os04g0448250	4;4;4;4;4	22341408;22342471;22343268;22344318;22346036	22341618;22343168;22343357;22345271;22346394	-;-;-;-;-	2312	0	0	0	0	0	0
Os04g0407800	4;4	20200632;20201649	20201639;20201883	+;+	1243	6	10	9	9	14	2
Os04g0284500	4;4;4;4;4;4;4;4	12242926;12242958;12246467;12246467;12248042;12250137;12250768;12250986	12243246;12243246;12248981;12247647;12248267;12250664;12250894;12251271	+;+;+;+;+;+;+;+	3777	224	241	322	230	244	243
Os04g0618500	4;4;4;4;4;4;4;4;4	31412175;31412864;31413122;31413471;31414253;31414461;31414704;31414880;31416002	31412470;31412993;31413201;31413549;31414390;31414619;31414788;31414947;31416159	-;-;-;-;-;-;-;-;-	1193	1255	1387	1565	1180	1678	1200
Os04g0459600	4;4;4;4;4;4;4	22939492;22940460;22940628;22941335;22941573;22941842;22942007	22939890;22940536;22940675;22941421;22941710;22941877;22942295	-;-;-;-;-;-;-	1074	1480	1823	1470	1827	1782	1902
Os04g0119800	4;4;4	1160650;1164639;1164913	1161034;1164845;1166868	+;+;+	2548	1119	605	1019	201	1410	479
Os04g0483200	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	24156588;24156744;24157284;24158138;24158138;24158340;24158340;24158606;24158606;24159074;24159074;24159486;24159486;24159668;24159668;24160023;24160308;24160651	24157452;24157194;24157452;24158246;24158246;24158532;24158532;24158742;24158742;24159362;24159362;24159592;24159592;24159731;24159815;24160221;24160548;24161025	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2663	215	447	372	394	360	358
Os04g0492400	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	24611350;24611415;24612931;24612938;24613243;24613243;24613436;24613436;24613581;24613581;24613844;24613844;24613998;24613998;24614667;24614667	24611753;24611753;24613077;24613077;24613305;24613305;24613502;24613502;24613681;24613681;24613888;24613888;24614459;24614459;24615159;24615113	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1782	1014	1117	858	887	1118	1078
Os04g0158400	4	4039943	4042102	+	2160	0	0	0	0	0	0
Os04g0446700	4;4;4;4	22267085;22268912;22271567;22271786	22267925;22270223;22271679;22272315	-;-;-;-	2796	334	498	346	472	408	519
Os04g0635450	4	32331657	32332138	+	482	0	0	0	0	0	0
Os04g0488700	4;4;4;4	24416321;24416492;24417898;24417898	24417784;24417784;24418067;24418415	-;-;-;-	1982	219	225	299	249	425	219
Os04g0443000	4;4;4	22075030;22076346;22077009	22076229;22076792;22077786	+;+;+	2425	146	161	153	186	268	195
Os04g0125700	4;4;4	1562252;1566281;1571803	1563130;1566818;1572696	-;-;-	2311	6	2	4	2	10	2
Os04g0461700	4;4;4;4;4	23069418;23071185;23075187;23075347;23075347	23071682;23075257;23075257;23075399;23075447	-;-;-;-;-	5941	139	145	171	105	101	86
Os04g0394300	4;4;4;4;4;4	19383372;19385290;19387000;19387569;19389218;19391425	19384147;19385752;19387320;19388714;19390082;19391614	-;-;-;-;-;-	3761	2219	2105	2693	2293	2494	2103
Os04g0530400	4;4;4;4;4;4;4	26528506;26528901;26529070;26529590;26530494;26530841;26531399	26528795;26528984;26529174;26529736;26530751;26530972;26531632	+;+;+;+;+;+;+	1250	906	754	904	730	912	900
Os04g0469300	4;4	23435713;23436296	23436147;23436494	-;-	634	102	42	18	96	12	64
Os04g0209300	4;4;4;4;4;4;4;4;4;4;4	7317239;7317822;7318151;7318315;7318716;7319468;7319892;7320143;7321089;7322018;7323576	7317663;7318061;7318214;7318620;7318930;7319762;7320056;7320778;7321175;7322338;7325788	-;-;-;-;-;-;-;-;-;-;-	4967	2203	2850	3314	1493	3600	2402
Os04g0563100	4;4;4;4;4;4;4;4	28192341;28192977;28193348;28193808;28193986;28194816;28195006;28195163	28192856;28193225;28193609;28193896;28194170;28194924;28195062;28195490	-;-;-;-;-;-;-;-	1795	1226	1228	1536	970	1638	1105
Os04g0175500	4	5152089	5152757	-	669	0	0	0	0	0	0
Os04g0412100	4	20358641	20359628	+	988	221	270	181	247	291	300
Os04g0578300	4;4	29152972;29153454	29153334;29153947	+;+	857	0	0	0	0	2	0
Os04g0685600	4;4;4;4;4;4;4;4;4;4;4;4	35022041;35023290;35023536;35023768;35023969;35024535;35025365;35025646;35026231;35026549;35027525;35027761	35022494;35023436;35023645;35023867;35024169;35024740;35025577;35025784;35026467;35026754;35027620;35028128	-;-;-;-;-;-;-;-;-;-;-;-	2477	4066	3654	5546	3811	4567	3850
Os04g0604200	4;4;4	30473630;30474240;30474551	30474119;30474439;30474901	-;-;-	1041	0	1	4	0	0	1
Os04g0389500	4;4;4;4;4;4	19148767;19149302;19149471;19150207;19150620;19151631	19149173;19149370;19149564;19150253;19151447;19152021	+;+;+;+;+;+	1836	372	520	428	594	358	507
Os04g0585600	4;4;4;4;4	29583842;29584376;29584574;29585127;29585299	29584291;29584504;29584649;29585206;29585662	-;-;-;-;-	1099	1066	1113	1165	1302	1257	1139
Os04g0482600	4;4	24125484;24126224	24126091;24126365	-;-	750	6	12	16	7	6	0
Os04g0480801	4	24049301	24050037	+	737	4	1	0	4	0	3
Os04g0455650	4;4	22795530;22796382	22795817;22796751	+;+	658	0	0	0	0	0	1
Os04g0475400	4	23789421	23790269	+	849	2	8	24	0	7	0
Os04g0405000	4	20099595	20099956	+	362	810	824	573	1213	749	1337
Os04g0513301	4;4	25646120;25646574	25646496;25647068	-;-	872	0	0	0	0	0	0
Os04g0181100	4;4;4;4;4	5526864;5527332;5528059;5528233;5530087	5527228;5527430;5528148;5528347;5530223	-;-;-;-;-	806	2408	2158	2797	1435	3794	1714
Os04g0151800	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	3555377;3555402;3555425;3555425;3555998;3555998;3555998;3555998;3556113;3556113;3556113;3556113;3556307;3556307;3556307;3556307;3556481;3556481;3556481;3556481;3556830;3556830;3556830;3556830;3557022;3557022;3557022;3557022;3557190;3557190;3557190;3557190;3557449;3557449;3557449;3557449;3557671;3557671;3557671;3557855;3557855;3557855;3558092;3558092;3558092;3558289;3558289;3558289;3558441;3558441;3558441;3558652;3558652;3558652;3558864;3558864;3559186;3559186;3559380;3559380;3559622;3559622;3559898;3559898;3560215;3560215;3560530;3560530;3562502;3562793	3555900;3555900;3555900;3555900;3556029;3556029;3556029;3556029;3556207;3556207;3556207;3556207;3556380;3556380;3556380;3556380;3556592;3556592;3556592;3556592;3556893;3556893;3556893;3556893;3557087;3557087;3557087;3557087;3557317;3557317;3557317;3557317;3557588;3557586;3557586;3557586;3557783;3557783;3557783;3558020;3558020;3558020;3558205;3558205;3558205;3558351;3558351;3558351;3558548;3558548;3558548;3558770;3558768;3558768;3559029;3559029;3559283;3559283;3559477;3559477;3559758;3559758;3560122;3560122;3560420;3560420;3560777;3560777;3562793;3562902	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3497	2339	2711	3056	2596	2752	2755
Os04g0330400	4;4;4;4;4	15356773;15358611;15359065;15360380;15360643	15357712;15359052;15360360;15360523;15360820	+;+;+;+;+	3000	0	0	0	0	0	0
Os04g0453233	4;4;4	22622399;22626435;22627061	22622549;22626738;22628124	-;-;-	1519	0	1	0	0	0	3
Os04g0668300	4	34104471	34104969	-	499	0	0	0	0	0	0
Os04g0402100	4;4;4;4;4;4;4;4;4;4	19913312;19913312;19913891;19913891;19914124;19914124;19914307;19914307;19916382;19916568	19913800;19913800;19914007;19914007;19914195;19914195;19915436;19914570;19916451;19916747	-;-;-;-;-;-;-;-;-;-	2058	8286	7020	10522	6619	10851	6560
Os04g0349500	4;4;4;4;4	16645729;16646273;16646965;16648065;16648281	16646065;16646448;16647298;16648137;16648381	-;-;-;-;-	1021	12536	13356	13721	13422	14017	13862
Os04g0117900	4;4;4;4;4;4;4;4	1054609;1054853;1055077;1055781;1056066;1056690;1070129;1070381	1054767;1055005;1055327;1055963;1056213;1056861;1070269;1070887	+;+;+;+;+;+;+;+	1714	5740	6518	6230	4566	7482	6548
Os04g0593200	4;4	29995755;29996901	29996716;29997261	-;-	1323	0	0	2	0	2	4
Os04g0461600	4;4;4;4	23059610;23060269;23060605;23060760	23060133;23060481;23060676;23060936	-;-;-;-	986	724	687	357	517	410	906
Os04g0669700	4;4;4;4;4	34153140;34153618;34154048;34154250;34154736	34153500;34153725;34154169;34154529;34154923	-;-;-;-;-	1059	64	58	63	96	89	75
Os04g0404800	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	20077907;20078760;20079012;20079310;20079522;20079827;20080084;20080262;20080468;20080689;20081178;20081327;20081503;20081678;20081948;20082121;20082321;20082584	20078417;20078906;20079167;20079432;20079690;20079909;20080185;20080350;20080558;20080802;20081254;20081405;20081571;20081853;20082004;20082211;20082419;20082924	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2574	9284	9185	12199	7295	12284	8478
Os04g0562100	4;4;4;4;4	28137735;28138467;28138698;28139219;28139467	28138369;28138598;28139125;28139355;28139899	-;-;-;-;-	1765	428	677	357	723	575	696
Os04g0567200	4;4;4	28500006;28501687;28501934	28501532;28501827;28502492	-;-;-	2227	0	0	0	0	0	0
Os04g0535000	4;4;4;4;4;4;4;4;4;4;4;4	26727273;26729152;26730646;26731526;26733889;26734179;26734474;26735987;26736437;26736650;26736786;26738804	26727889;26729230;26731306;26731804;26734029;26734253;26734985;26736331;26736543;26736699;26736826;26739488	+;+;+;+;+;+;+;+;+;+;+;+	3592	696	714	804	759	727	774
Os04g0573900	4;4;4;4;4;4;4;4;4;4;4	28892561;28892660;28892660;28893604;28893604;28893604;28894074;28894074;28894393;28894393;28894393	28893483;28893483;28893483;28894277;28893939;28893939;28894277;28894277;28894774;28894804;28894832	+;+;+;+;+;+;+;+;+;+;+	2037	2264	1895	1946	815	3438	1247
Os04g0415600	4	20533890	20534645	+	756	12	18	4	35	24	31
Os04g0166000	4;4;4;4;4;4	4485000;4485003;4485697;4485697;4489773;4490006	4485373;4485373;4488772;4487183;4489882;4490101	-;-;-;-;-;-	3656	4	2	2	0	4	0
Os04g0629100	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	32002722;32002742;32003232;32003232;32003379;32003379;32003559;32003559;32003695;32003695;32003899;32003899;32004076;32004076;32004329;32004329;32004765;32004765;32005262;32005262;32005457;32005457;32005821;32005821;32006228;32006228;32006430;32006430;32007082;32007082	32003122;32003122;32003288;32003288;32003455;32003455;32003628;32003628;32003764;32003764;32003953;32003953;32004124;32004124;32004416;32004416;32004895;32004895;32005293;32005293;32005569;32005569;32006125;32006125;32006313;32006313;32006505;32006505;32007276;32007327	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1856	404	521	513	495	367	445
Os04g0401700	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	19886674;19886676;19887940;19888191;19888191;19888708;19888708;19889293;19889293;19889295;19889450;19889450;19889450;19889870;19889870;19889870;19890189;19890189;19890189;19890412;19890412;19890412;19891059;19891059;19891059	19886901;19886901;19888613;19888613;19888332;19888956;19888956;19889343;19889343;19889343;19889710;19889710;19889710;19889922;19889922;19889922;19890300;19890300;19890300;19890669;19890669;19890669;19892355;19892333;19892355	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3183	7846	6197	7498	2712	11467	4684
Os04g0461300	4;4;4;4;4;4;4	23040201;23046757;23047549;23047733;23047851;23048012;23048254	23041378;23046818;23047648;23047774;23047934;23048166;23048445	+;+;+;+;+;+;+	1813	8	14	2	8	10	9
Os04g0429300	4;4;4	21271609;21273007;21273696	21272058;21273546;21274073	+;+;+	1368	0	0	0	0	0	0
Os04g0166600	4;4;4;4;4;4;4	4543619;4545615;4546128;4546370;4546833;4547000;4547194	4543828;4545834;4546275;4546485;4546895;4547068;4547486	+;+;+;+;+;+;+	1119	11	3	1	14	3	13
Os04g0580001	4	29254004	29259182	+	5179	0	0	0	0	0	0
Os04g0687125	4;4;4;4;4;4;4	35120940;35121128;35121312;35121543;35121834;35122181;35123407	35120998;35121214;35121436;35121611;35121939;35122257;35123558	+;+;+;+;+;+;+	675	0	0	1	0	0	0
Os04g0682051	4;4;4;4;4	34821110;34821320;34821539;34821782;34821949	34821178;34821459;34821707;34821866;34822111	+;+;+;+;+	626	0	0	0	0	0	0
Os04g0688200	4;4;4	35192194;35193126;35193405	35193044;35193311;35193779	-;-;-	1412	40	20	32	0	17	2
Os04g0413301	4;4;4;4;4;4	20412374;20412765;20413729;20414009;20414355;20414586	20412544;20413655;20413906;20414252;20414459;20414838	-;-;-;-;-;-	1842	0	0	0	0	0	0
Os04g0652700	4;4;4;4;4;4;4;4;4;4;4	33253920;33254151;33255235;33255434;33255682;33255871;33255871;33256029;33256029;33256208;33256208	33254065;33254322;33255327;33255573;33255774;33255938;33255938;33256097;33256097;33256535;33256572	+;+;+;+;+;+;+;+;+;+;+	1146	1479	1656	1184	774	1268	1637
Os04g0298200	4;4;4;4;4;4;4;4;4;4;4;4;4	13176753;13177144;13178198;13178876;13179027;13180370;13180692;13180887;13181062;13181473;13181616;13182431;13182594	13177067;13177204;13178265;13178948;13179128;13180489;13180810;13180944;13181176;13181528;13181748;13182488;13183064	-;-;-;-;-;-;-;-;-;-;-;-;-	1749	1152	1500	1446	1356	1513	1087
Os04g0154800	4	3766206	3768464	+	2259	570	509	452	173	1133	231
Os04g0386300	4;4	18975772;18976091	18975914;18976701	+;+	754	0	0	0	0	0	0
Os04g0396800	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	19591901;19592636;19592738;19592883;19593069;19593069;19593258;19593258;19593444;19593444;19593697;19594068;19594068;19594068;19594578;19594578;19594578	19592215;19592737;19592978;19592978;19593161;19593161;19593337;19593337;19593725;19593725;19593725;19594195;19594195;19594195;19595239;19595075;19595236	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1903	2	33	6	22	4	42
Os04g0517100	4;4;4;4	25843038;25843041;25844430;25844648	25843883;25844875;25844559;25844912	-;-;-;-	1875	2381	1055	1814	224	2549	484
Os04g0640500	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	32574405;32575045;32575184;32575474;32576134;32576454;32577297;32577682;32577859;32577996;32578253;32578446;32578669;32578855;32579058;32579407;32579726;32579935;32580480;32581024;32581273	32574925;32575089;32575222;32575644;32576286;32576489;32577340;32577772;32577900;32578104;32578367;32578495;32578747;32578905;32579199;32579451;32579833;32579976;32580662;32581143;32581634	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2548	1626	2008	1555	2325	1166	2282
Os04g0532400	4;4;4;4;4	26617453;26617676;26618042;26618263;26618557	26617573;26617924;26618105;26618457;26619087	+;+;+;+;+	1160	195	979	338	1275	375	1085
Os04g0682900	4;4;4;4;4;4;4;4;4;4;4;4;4	34870064;34870461;34871185;34871859;34872703;34872869;34873290;34873608;34874465;34874853;34875248;34875518;34876130	34870372;34870803;34871682;34872152;34872774;34873129;34873421;34873859;34874716;34874951;34875412;34875712;34877172	-;-;-;-;-;-;-;-;-;-;-;-;-	3915	701	948	950	1000	949	1036
Os04g0509400	4;4	25492298;25492724	25492594;25493120	+;+	694	1374	1882	1611	1708	1718	1827
Os04g0524900	4;4;4;4;4;4	26253821;26254737;26254990;26255178;26255400;26255675	26254265;26254900;26255087;26255312;26255589;26256781	+;+;+;+;+;+	2139	4	4	10	4	13	10
Os04g0590400	4;4	29857572;29858017	29857833;29860316	+;+	2562	822	607	999	357	984	600
Os04g0107650	4	465092	467098	-	2007	0	0	0	0	0	0
Os04g0410250	4;4;4	20261677;20262254;20263044	20261757;20262335;20263159	-;-;-	279	36	60	26	47	13	61
Os04g0649600	4	33107761	33108336	-	576	158	109	125	265	112	326
